country,iso_code,year,WBL INDEX,MOBILITY,WORKPLACE,PAY,MARRIAGE,PARENTHOOD,ENTREPRENEURSHIP,ASSETS,PENSION
Denmark,DNK,2019,100.0,100,100,100,100,100,100,100,100
Denmark,DNK,2020,100.0,100,100,100,100,100,100,100,100
Denmark,DNK,2021,100.0,100,100,100,100,100,100,100,100
Denmark,DNK,2022,100.0,100,100,100,100,100,100,100,100
Denmark,DNK,2023,100.0,100,100,100,100,100,100,100,100
Estonia,EST,2010,88.125,100,100,100,80,100,75,100,50
Estonia,EST,2011,91.25,100,100,100,80,100,100,100,50
Estonia,EST,2012,91.25,100,100,100,80,100,100,100,50
Estonia,EST,2013,91.25,100,100,100,80,100,100,100,50
Estonia,EST,2014,91.25,100,100,100,80,100,100,100,50
Estonia,EST,2015,91.25,100,100,100,80,100,100,100,50
Estonia,EST,2016,91.25,100,100,100,80,100,100,100,50
Estonia,EST,2017,91.25,100,100,100,80,100,100,100,50
Estonia,EST,2018,97.5,100,100,100,80,100,100,100,100
Estonia,EST,2019,97.5,100,100,100,80,100,100,100,100
Estonia,EST,2020,97.5,100,100,100,80,100,100,100,100
Estonia,EST,2021,97.5,100,100,100,80,100,100,100,100
Estonia,EST,2022,97.5,100,100,100,80,100,100,100,100
Estonia,EST,2023,97.5,100,100,100,80,100,100,100,100
Finland,FIN,2010,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2011,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2012,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2013,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2014,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2015,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2016,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2017,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2018,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2019,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2020,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2021,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2022,97.5,100,100,100,100,80,100,100,100
Finland,FIN,2023,97.5,100,100,100,100,80,100,100,100
France,FRA,2010,97.5,100,100,100,100,80,100,100,100
France,FRA,2011,97.5,100,100,100,100,80,100,100,100
France,FRA,2012,97.5,100,100,100,100,80,100,100,100
France,FRA,2013,97.5,100,100,100,100,80,100,100,100
France,FRA,2014,97.5,100,100,100,100,80,100,100,100
France,FRA,2015,97.5,100,100,100,100,80,100,100,100
France,FRA,2016,97.5,100,100,100,100,80,100,100,100
France,FRA,2017,97.5,100,100,100,100,80,100,100,100
France,FRA,2018,100.0,100,100,100,100,100,100,100,100
France,FRA,2019,100.0,100,100,100,100,100,100,100,100
France,FRA,2020,100.0,100,100,100,100,100,100,100,100
France,FRA,2021,100.0,100,100,100,100,100,100,100,100
France,FRA,2022,100.0,100,100,100,100,100,100,100,100
France,FRA,2023,100.0,100,100,100,100,100,100,100,100
Germany,DEU,2010,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2011,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2012,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2013,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2014,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2015,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2016,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2017,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2018,96.875,100,100,75,100,100,100,100,100
Germany,DEU,2019,100.0,100,100,100,100,100,100,100,100
Germany,DEU,2020,100.0,100,100,100,100,100,100,100,100
Germany,DEU,2021,100.0,100,100,100,100,100,100,100,100
Germany,DEU,2022,100.0,100,100,100,100,100,100,100,100
Germany,DEU,2023,100.0,100,100,100,100,100,100,100,100
Greece,GRC,2010,85.0,100,100,75,100,80,75,100,50
Greece,GRC,2011,88.125,100,100,75,100,80,100,100,50
Greece,GRC,2012,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2013,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2014,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2015,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2016,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2017,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2018,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2019,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2020,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2021,97.5,100,100,100,100,80,100,100,100
Greece,GRC,2022,100.0,100,100,100,100,100,100,100,100
Greece,GRC,2023,100.0,100,100,100,100,100,100,100,100
Hungary,HUN,2010,78.75,100,75,50,80,100,100,100,25
Hungary,HUN,2011,81.25,100,75,50,100,100,100,100,25
Hungary,HUN,2012,90.625,100,75,50,100,100,100,100,100
Hungary,HUN,2013,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2014,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2015,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2016,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2017,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2018,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2019,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2020,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2021,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2022,93.75,100,75,75,100,100,100,100,100
Hungary,HUN,2023,93.75,100,75,75,100,100,100,100,100
Iceland,ISL,2010,94.375,100,100,100,80,100,75,100,100
Iceland,ISL,2011,94.375,100,100,100,80,100,75,100,100
Iceland,ISL,2012,94.375,100,100,100,80,100,75,100,100
Iceland,ISL,2013,96.875,100,100,100,100,100,75,100,100
Iceland,ISL,2014,96.875,100,100,100,100,100,75,100,100
Iceland,ISL,2015,96.875,100,100,100,100,100,75,100,100
Iceland,ISL,2016,96.875,100,100,100,100,100,75,100,100
Iceland,ISL,2017,100.0,100,100,100,100,100,100,100,100
Iceland,ISL,2018,100.0,100,100,100,100,100,100,100,100
Iceland,ISL,2019,100.0,100,100,100,100,100,100,100,100
Iceland,ISL,2020,100.0,100,100,100,100,100,100,100,100
Iceland,ISL,2021,100.0,100,100,100,100,100,100,100,100
Iceland,ISL,2022,100.0,100,100,100,100,100,100,100,100
Iceland,ISL,2023,100.0,100,100,100,100,100,100,100,100
Ireland,IRL,2010,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2011,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2012,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2013,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2014,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2015,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2016,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2017,95.0,100,100,100,100,60,100,100,100
Ireland,IRL,2018,97.5,100,100,100,100,80,100,100,100
Ireland,IRL,2019,97.5,100,100,100,100,80,100,100,100
Ireland,IRL,2020,97.5,100,100,100,100,80,100,100,100
Ireland,IRL,2021,100.0,100,100,100,100,100,100,100,100
Ireland,IRL,2022,100.0,100,100,100,100,100,100,100,100
Ireland,IRL,2023,100.0,100,100,100,100,100,100,100,100
Italy,ITA,2010,89.375,100,100,100,60,80,100,100,75
Italy,ITA,2011,89.375,100,100,100,60,80,100,100,75
Italy,ITA,2012,89.375,100,100,100,60,80,100,100,75
Italy,ITA,2013,89.375,100,100,100,60,80,100,100,75
Italy,ITA,2014,91.875,100,100,100,60,100,100,100,75
Italy,ITA,2015,94.375,100,100,100,80,100,100,100,75
Italy,ITA,2016,94.375,100,100,100,80,100,100,100,75
Italy,ITA,2017,94.375,100,100,100,80,100,100,100,75
Italy,ITA,2018,94.375,100,100,100,80,100,100,100,75
Italy,ITA,2019,97.5,100,100,100,80,100,100,100,100
Italy,ITA,2020,97.5,100,100,100,80,100,100,100,100
Italy,ITA,2021,97.5,100,100,100,80,100,100,100,100
Italy,ITA,2022,97.5,100,100,100,80,100,100,100,100
Italy,ITA,2023,97.5,100,100,100,80,100,100,100,100
Latvia,LVA,2010,97.5,100,100,100,80,100,100,100,100
Latvia,LVA,2011,97.5,100,100,100,80,100,100,100,100
Latvia,LVA,2012,97.5,100,100,100,80,100,100,100,100
Latvia,LVA,2013,97.5,100,100,100,80,100,100,100,100
Latvia,LVA,2014,97.5,100,100,100,80,100,100,100,100
Latvia,LVA,2015,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2016,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2017,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2018,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2019,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2020,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2021,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2022,100.0,100,100,100,100,100,100,100,100
Latvia,LVA,2023,100.0,100,100,100,100,100,100,100,100
Lithuania,LTU,2010,91.25,100,100,100,80,100,100,100,50
Lithuania,LTU,2011,91.25,100,100,100,80,100,100,100,50
Lithuania,LTU,2012,91.25,100,100,100,80,100,100,100,50
Lithuania,LTU,2013,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2014,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2015,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2016,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2017,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2018,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2019,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2020,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2021,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2022,93.75,100,100,100,100,100,100,100,50
Lithuania,LTU,2023,93.75,100,100,100,100,100,100,100,50
Luxembourg,LUX,2010,95.0,100,100,100,80,80,100,100,100
Luxembourg,LUX,2011,95.0,100,100,100,80,80,100,100,100
Luxembourg,LUX,2012,97.5,100,100,100,80,100,100,100,100
Luxembourg,LUX,2013,97.5,100,100,100,80,100,100,100,100
Luxembourg,LUX,2014,97.5,100,100,100,80,100,100,100,100
Luxembourg,LUX,2015,97.5,100,100,100,80,100,100,100,100
Luxembourg,LUX,2016,100.0,100,100,100,100,100,100,100,100
Luxembourg,LUX,2017,100.0,100,100,100,100,100,100,100,100
Luxembourg,LUX,2018,100.0,100,100,100,100,100,100,100,100
Luxembourg,LUX,2019,100.0,100,100,100,100,100,100,100,100
Luxembourg,LUX,2020,100.0,100,100,100,100,100,100,100,100
Luxembourg,LUX,2021,100.0,100,100,100,100,100,100,100,100
Luxembourg,LUX,2022,100.0,100,100,100,100,100,100,100,100
Luxembourg,LUX,2023,100.0,100,100,100,100,100,100,100,100
Malta,MLT,2010,77.5,100,100,75,60,60,100,100,25
Malta,MLT,2011,77.5,100,100,75,60,60,100,100,25
Malta,MLT,2012,77.5,100,100,75,60,60,100,100,25
Malta,MLT,2013,82.5,100,100,75,100,60,100,100,25
Malta,MLT,2014,82.5,100,100,75,100,60,100,100,25
Malta,MLT,2015,82.5,100,100,75,100,60,100,100,25
Malta,MLT,2016,88.75,100,100,75,100,60,100,100,75
Malta,MLT,2017,88.75,100,100,75,100,60,100,100,75
Malta,MLT,2018,88.75,100,100,75,100,60,100,100,75
Malta,MLT,2019,88.75,100,100,75,100,60,100,100,75
Malta,MLT,2020,88.75,100,100,75,100,60,100,100,75
Malta,MLT,2021,88.75,100,100,75,100,60,100,100,75
Malta,MLT,2022,88.75,100,100,75,100,60,100,100,75
Malta,MLT,2023,91.25,100,100,75,100,80,100,100,75
Netherlands,NLD,2010,95.0,100,100,100,80,80,100,100,100
Netherlands,NLD,2011,95.0,100,100,100,80,80,100,100,100
Netherlands,NLD,2012,95.0,100,100,100,80,80,100,100,100
Netherlands,NLD,2013,95.0,100,100,100,80,80,100,100,100
Netherlands,NLD,2014,95.0,100,100,100,80,80,100,100,100
Netherlands,NLD,2015,95.0,100,100,100,80,80,100,100,100
Netherlands,NLD,2016,97.5,100,100,100,100,80,100,100,100
Netherlands,NLD,2017,97.5,100,100,100,100,80,100,100,100
Netherlands,NLD,2018,97.5,100,100,100,100,80,100,100,100
Netherlands,NLD,2019,97.5,100,100,100,100,80,100,100,100
Netherlands,NLD,2020,97.5,100,100,100,100,80,100,100,100
Netherlands,NLD,2021,97.5,100,100,100,100,80,100,100,100
Netherlands,NLD,2022,97.5,100,100,100,100,80,100,100,100
Netherlands,NLD,2023,100.0,100,100,100,100,100,100,100,100
Norway,NOR,2010,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2011,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2012,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2013,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2014,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2015,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2016,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2017,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2018,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2019,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2020,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2021,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2022,96.875,100,100,100,100,100,75,100,100
Norway,NOR,2023,96.875,100,100,100,100,100,75,100,100
Poland,POL,2010,73.125,100,75,25,100,60,75,100,50
Poland,POL,2011,76.25,100,75,50,100,60,75,100,50
Poland,POL,2012,85.0,100,100,50,100,80,100,100,50
Poland,POL,2013,85.0,100,100,50,100,80,100,100,50
Poland,POL,2014,84.375,100,100,50,100,100,100,100,25
Poland,POL,2015,84.375,100,100,50,100,100,100,100,25
Poland,POL,2016,84.375,100,100,50,100,100,100,100,25
Poland,POL,2017,84.375,100,100,50,100,100,100,100,25
Poland,POL,2018,93.75,100,100,100,100,100,100,100,50
Poland,POL,2019,93.75,100,100,100,100,100,100,100,50
Poland,POL,2020,93.75,100,100,100,100,100,100,100,50
Poland,POL,2021,93.75,100,100,100,100,100,100,100,50
Poland,POL,2022,93.75,100,100,100,100,100,100,100,50
Poland,POL,2023,93.75,100,100,100,100,100,100,100,50
Portugal,PRT,2010,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2011,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2012,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2013,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2014,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2015,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2016,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2017,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2018,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2019,97.5,100,100,100,80,100,100,100,100
Portugal,PRT,2020,100.0,100,100,100,100,100,100,100,100
Portugal,PRT,2021,100.0,100,100,100,100,100,100,100,100
Portugal,PRT,2022,100.0,100,100,100,100,100,100,100,100
Portugal,PRT,2023,100.0,100,100,100,100,100,100,100,100
Romania,ROU,2010,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2011,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2012,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2013,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2014,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2015,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2016,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2017,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2018,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2019,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2020,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2021,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2022,90.625,100,100,100,100,100,100,100,25
Romania,ROU,2023,90.625,100,100,100,100,100,100,100,25
Slovak Republic,SVK,2010,81.875,100,100,50,100,80,100,100,25
Slovak Republic,SVK,2011,91.25,100,100,50,100,80,100,100,100
Slovak Republic,SVK,2012,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2013,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2014,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2015,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2016,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2017,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2018,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2019,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2020,94.375,100,100,75,100,80,100,100,100
Slovak Republic,SVK,2021,85.0,100,100,75,100,80,100,100,25
Slovak Republic,SVK,2022,85.0,100,100,75,100,80,100,100,25
Slovak Republic,SVK,2023,85.0,100,100,75,100,80,100,100,25
Slovenia,SVN,2010,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2011,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2012,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2013,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2014,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2015,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2016,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2017,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2018,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2019,90.625,100,100,75,100,100,100,100,50
Slovenia,SVN,2020,93.75,100,100,75,100,100,100,100,75
Slovenia,SVN,2021,96.875,100,100,75,100,100,100,100,100
Slovenia,SVN,2022,96.875,100,100,75,100,100,100,100,100
Slovenia,SVN,2023,96.875,100,100,75,100,100,100,100,100
Spain,ESP,2010,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2011,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2012,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2013,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2014,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2015,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2016,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2017,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2018,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2019,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2020,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2021,97.5,100,100,100,100,80,100,100,100
Spain,ESP,2022,100.0,100,100,100,100,100,100,100,100
Spain,ESP,2023,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2010,96.875,100,100,100,100,100,75,100,100
Sweden,SWE,2011,96.875,100,100,100,100,100,75,100,100
Sweden,SWE,2012,96.875,100,100,100,100,100,75,100,100
Sweden,SWE,2013,96.875,100,100,100,100,100,75,100,100
Sweden,SWE,2014,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2015,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2016,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2017,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2018,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2019,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2020,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2021,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2022,100.0,100,100,100,100,100,100,100,100
Sweden,SWE,2023,100.0,100,100,100,100,100,100,100,100
Switzerland,CHE,2010,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2011,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2012,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2013,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2014,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2015,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2016,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2017,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2018,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2019,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2020,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2021,85.625,100,100,100,100,60,75,100,50
Switzerland,CHE,2022,88.125,100,100,100,100,80,75,100,50
Switzerland,CHE,2023,88.125,100,100,100,100,80,75,100,50
